kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,rata_rata_ketinggian_air,tanggal_kejadian,frekuensi_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Barat,CENGKARENG,KAPUK,"RW 05, 07, 08, 010, 012, 016",6,11,0,0,40,"tgl. 03, 04, 05 JUNI",3,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,TEGAL ALUR,"RW 01, 09",2,4,0,0,30,"tgl. 03, 05 JUNI",2,0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR BARU,RW 06,1,1,0,0,7,tgl. 04 JUNI,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,RW 02,1,1,0,0,40,tgl. 04 JUNI,1,0,0,0,0,0,0,0,0
Kepulauan Seribu,KEPULAUAN SERIBU SELATAN,PULAU PARI,"RW 01, 02, 03, 04",4,4,0,0,30,"tgl. 03, 04, 05 JUNI",3,0,0,0,0,0,0,0,0
Kepulauan Seribu,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,"RW 01, 02, 03",3,3,0,0,27,"tgl. 03, 04 JUNI",2,0,0,0,0,0,0,0,0
Kepulauan Seribu,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,"RW 02, 03",2,2,0,0,40,tgl. 04 JUNI,1,0,0,0,0,0,0,0,0
Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,"RW 01, 02, 03, 04, 05",5,18,0,0,25,"tgl. 03, 04, 05, 06 JUNI",4,0,0,0,0,0,0,0,0
Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU KELAPA,"RW 01, 02, 03, 05",4,4,0,0,32,"tgl. 03, 06 JUNI",2,0,0,0,0,0,0,0,0
Kepulauan Seribu,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,"RW 01, 02, 03",3,5,0,0,12,"tgl. 03, 04, 05, 06 JUNI",4,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,ROROTAN,rw 04,1,1,0,0,15,1 maret,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,KAPUK MUARA,rw 01,1,1,0,0,5,"2, 18 maret",2,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"rw 01, 04, 09",3,6,0,0,30,"1, 2, 20 maret",3,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,rw 01,1,1,0,0,20,1 maret,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"rw 03, 05",2,4,0,0,20,"2, 20 maret",2,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,"rw 01, 02, 03, 08, 10",5,13,0,0,30,22 maret,1,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,CENGKARENG BARAT,"rw 03, 04, 06, 08, 10",5,12,0,0,17,22 maret,1,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,KALIDERES,rw 03,1,1,0,0,15,22 maret,1,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,SEMANAN,"rw 01, 03, 04, 10",4,11,0,0,17,22 maret,1,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,rw 04,1,1,0,0,10,22 maret,1,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,PALMERAH,rw 14,1,1,0,0,20,22 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"rw 05, 06, 07, 08, 10",5,10,170,517,85,"1, 2, 16, 25, 26, 27 maret",7,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"rw 03, 13",2,3,0,0,75,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,PENGADEGAN,rw 01,1,1,0,0,90,"1, 28 maret",2,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,rw 07,1,3,0,0,25,"1, 27 maret",2,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,DUREN TIGA,rw 05,1,1,0,0,60,20 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,KEBON BARU,"rw 05, 06, 10",3,3,0,0,32,"1, 16, 20 maret",3,0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,BUKIT DURI,rw 12,1,1,0,0,80,1 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,rw 10,1,2,0,0,60,"2, 16, 18, 20 maret",4,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"rw 01, 05, 08",3,7,0,0,62,"2, 16, 17, 20, 28 maret",5,0,0,0,0,0,0,0,0
Jakarta Selatan,PESANGGRAHAN,BINTARO,"rw 05, 11, 10, 14",4,5,0,0,35,"2, 16, 20 maret",3,0,0,0,0,0,0,0,0
Jakarta Selatan,CILANDAK,LEBAK BULUS,rw 08,1,1,0,0,70,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,CILANDAK,CIPETE SELATAN,rw 07,1,1,0,0,15,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,CILANDAK,PONDOK LABU,"rw 01, 03, 07, 10",4,7,0,0,30,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"rw 02, 03, 04",3,4,0,0,30,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,rw 05,1,3,0,0,40,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,JAGAKARSA,CIPEDAK,rw 04,1,1,0,0,70,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Selatan,SETIABUDI,MENTENG ATAS,"rw 07, 08, 09, 14, 15",5,5,0,0,35,20 maret,1,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,CIPINANG MUARA,rw 13,1,2,118,456,27,"1, 2, 16 maret ",3,0,0,0,0,65,1,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"rw 04, 05, 07, 08",4,25,326,1068,80,"1, 2, 16, 18, 23, 25, 26, 27, 28, 30 maret ",10,0,0,0,0,186,3,0,0
Jakarta Timur,JATINEGARA,BIDARA CINA,"rw 05, 06, 07, 10, 11",5,12,1711,4838,80,"1, 2, 16, 18, 25, 26, 27, 30 maret ",8,0,0,0,0,26,3,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,"rw 01, 02, 03, 05, 08, 12",6,15,0,0,60,"1, 2, 16, 23, 25, 26, 27, 28, 30 maret",9,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CILILITAN,"rw 06, 07",2,6,10,43,52,"1, 16, 25, 28 maret",4,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,TENGAH,rw 05,1,1,0,0,70,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,LUBANG BUAYA,rw 12,1,1,0,0,20,1 maret,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,PONDOK RANGGON,rw 01,1,1,4,10,50,1 maret,1,0,0,0,0,10,1,0,0
Jakarta Timur,CIPAYUNG,CILANGKAP,"rw 03, 04, 05, 06",4,5,0,0,25,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Timur,CAKUNG,CAKUNG TIMUR,"rw 01, 05, 06, 09, 10, 12",6,13,114,207,35,"1, 2 maret",2,0,0,0,0,39,2,0,0
Jakarta Timur,CIRACAS,CIBUBUR,rw 03,1,2,40,100,60,1 maret,1,0,0,0,0,16,1,0,0
Jakarta Timur,CIRACAS,CIRACAS,rw 03,1,1,0,0,70,2 maret,1,0,0,0,0,0,0,0,0
Jakarta Timur,PASAR REBO,PEKAYON,rw 07,1,1,0,0,60,1 maret,1,0,0,0,0,0,0,0,0
Jakarta Timur,PASAR REBO,KALISARI,rw 10,1,1,0,0,70,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Timur,MAKASAR,CIPINANG MELAYU,"rw 03, 04",2,11,364,1598,55,"1, 16 maret",2,0,0,0,0,96,2,0,0
Jakarta Timur,MAKASAR,PINANG RANTI,rw 04,1,2,0,0,12,16 maret,1,0,0,0,0,0,0,0,0
Jakarta Timur,MAKASAR,MAKASAR,"rw 05, 07",2,5,200,850,15,16 maret,1,0,0,0,0,15,1,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,rw 04,1,2,0,0,50,2 maret,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 09,1,1,0,0,50,tgl. 21 MEI,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,MERUYA UTARA,RW 06,1,1,0,0,10,tgl. 08 MEI,1,0,0,0,0,0,0,0,0
Jakarta Selatan,JAGAKARSA,CIGANJUR,"RW 05, 06",2,2,0,0,35,tgl. 06 MEI,1,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"RW 05, 08",2,8,25,77,60,"tgl. 19, 21 MEI",2,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,PENGADEGAN,RW 01,1,1,0,0,55,"tgl. 19, 21 MEI",2,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,RW 07,1,2,0,0,40,"tgl. 18, 19, 21 MEI",3,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,JATI PADANG,RW 06,1,3,0,0,35,"tgl. 06, 10 MEI",2,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW 03, 05, 06, 07, 08, 09",6,7,141,456,100,"tgl. 10, 18, 19, 21 MEI",4,0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,KEBON BARU,RW 10,1,1,0,0,40,"tgl. 18, 19, 21 MEI",3,0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,MANGGARAI,RW 01,1,2,0,0,50,tgl. 19 MEI,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,CILANGKAP,"RW 02, 06",2,3,0,0,50,tgl. 29 MEI,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,CIBUBUR,"RW 03, 10",2,7,0,0,50,tgl. 06 MEI,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,CIRACAS,"RW 04, 05",2,3,0,0,50,tgl. 06 MEI,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,RAMBUTAN,"RW 02, 03",2,3,0,0,40,"tgl. 10, 18 MEI",2,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,BIDARA CINA,"RW 07, 11",2,9,333,1370,105,"tgl. 19, 21 MEI",2,0,0,0,0,24,1,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW 04, 05, 06, 07, 08",5,27,392,1214,95,"tgl. 18, 19, 21 MEI",3,0,0,0,0,61,3,0,0
Jakarta Timur,KRAMAT JATI,BALEKAMBANG,RW 05,1,3,0,0,70,"tgl. 18, 19 MEI",2,0,0,0,0,128,2,0,0
Jakarta Timur,KRAMAT JATI,BATU AMPAR,RW 02,1,1,0,0,10,tgl. 10 MEI,1,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,"RW 01, 02, 03, 05, 08, 12",6,25,0,0,100,"tgl. 19, 21 MEI",2,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CILILITAN,"RW 06, 07, 16",3,6,0,0,100,"tgl. 19, 21 MEI",2,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,TENGAH,RW 09,1,1,0,0,20,tgl. 10 MEI,1,0,0,0,0,0,0,0,0
Jakarta Timur,MATRAMAN,KEBON MANGGIS,RW 04,1,3,0,0,20,tgl. 19 MEI,1,0,0,0,0,0,0,0,0
Jakarta Timur,PASAR REBO,PEKAYON,"RW 02, 07",2,1,0,0,55,tgl. 06 MEI,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,KAPUK MUARA,RW : 001,1,1,0,0,20,"16, 18 November 2020",2,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,KAPUK MUARA,0,0,1,0,0,15,11/16/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,KAPUK MUARA,0,0,1,0,0,10,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PENJARINGAN,RW : 017,1,1,0,0,20,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PENJARINGAN,0,0,1,0,0,35,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PENJARINGAN,RW : 07,1,1,0,0,10,11/24/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PLUIT,RW : 022,1,1,0,0,12,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PLUIT,0,0,1,0,0,12,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,ROROTAN,RW : 06,1,1,0,0,12,1-Nov-20,1,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,MARUNDA,RW : 07,1,1,0,0,15,"17, 18 November 2020",2,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,MARUNDA,0,0,1,0,0,15,"17, 18 November 2020",2,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,MARUNDA,0,0,1,0,0,20,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PADEMANGAN,ANCOL,RW : 08,1,1,0,0,20,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PADEMANGAN,ANCOL,0,0,1,0,0,20,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Utara,PADEMANGAN,ANCOL,0,0,1,0,0,10,11/17/2020,1,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,TEGAL ALUR,RW : 001,1,1,0,0,35,"16, 17, 18 November 2020",3,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,TEGAL ALUR,RW : 009,1,1,0,0,35,11/16/2020,1,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,TEGAL ALUR,0,0,1,0,0,45,"16, 17 November 2020",2,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,TEGAL ALUR,0,0,1,0,0,45,"16, 17, 18 November 2020",3,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KAPUK,RW : 05,1,1,0,0,10,11/18/2020,1,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KAPUK,RW : 08,1,1,0,0,10,11/18/2020,1,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KAPUK,RW : 010,1,1,0,0,10,11/18/2020,1,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KAPUK,0,0,1,0,0,10,11/18/2020,1,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KAPUK,0,0,1,0,0,20,11/18/2020,1,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KAPUK,RW : 012,1,1,0,0,15,11/18/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,JATI PADANG,RW : 06,1,1,0,0,25,"01, 08 November 2020",2,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,JATI PADANG,0,0,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW : 001,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW : 003,1,1,0,0,35,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,RW : 004,1,1,0,0,30,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,0,0,1,0,0,20,"08, 24 November 2020",2,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW : 002,1,1,0,0,30,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW : 004,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,0,0,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW : 007,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,0,0,1,0,0,30,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW : 008,1,1,0,0,30,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,KALIBATA,RW : 007,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,KALIBATA,RW : 009,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,KALIBATA,RW : 005,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,KALIBATA,RW : 03,1,1,0,0,40,11/25/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,RW : 05,1,1,0,0,20,11/25/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,JAGAKARSA,JAGAKARSA,RW : 002,1,1,0,0,15,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,JAGAKARSA,CIPEDAK,RW : 004,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,JAGAKARSA,CIPEDAK,0,0,1,0,0,50,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,RW : 001,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,BANGKA,RW : 002,1,1,0,0,30,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,BANGKA,RW : 003,1,1,0,0,30,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,BANGKA,RW : 004,1,1,0,0,25,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,BANGKA,0,0,1,0,0,40,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 004,1,1,0,0,15,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 005,1,1,0,0,15,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0,1,0,0,15,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 007,1,1,0,0,7,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0,1,0,0,7,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 010,1,1,0,0,15,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 011,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 012,1,1,0,0,7,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,KEBON BARU,RW : 07,1,1,0,0,20,11/25/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,DUREN SAWIT,RW : 010,1,1,0,0,40,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 02,1,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 03,1,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 04,1,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,0,0,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 06,1,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 12,1,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,SUSUKAN,RW : 05,1,1,0,0,20,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 04,1,1,0,0,22,"01, 12 November 2020",2,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,22,11/12/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 05,1,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 07,1,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 08,1,1,0,0,15,11/1/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,BALEKAMBANG,RW : 03,1,1,0,0,20,11/8/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,RW : 03,1,1,0,0,50,11/12/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,RW : 05,1,1,0,0,30,11/12/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,0,0,1,0,0,30,11/12/2020,1,0,0,0,0,0,0,0,0
Jakarta Timur,PASAR REBO,GEDONG,RW : 010,1,1,0,0,20,11/25/2020,1,0,0,0,0,0,0,0,0
Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,RW 08,1,1,0,0,15,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Pusat,JOHAR BARU,JOHAR BARU,RW 06,1,1,0,0,20,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Utara,TANJUNG PRIOK,KEBON BAWANG,RW 13,1,1,0,0,30,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Utara,TANJUNG PRIOK,KEBON BAWANG,0,0,1,0,0,30,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,ROROTAN,RW 10,1,1,0,0,15,20 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 04,1,1,0,0,35,26 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 08,1,1,0,0,45,26 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 09,1,1,0,0,45,26 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 10,1,1,0,0,45,26 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 11,1,1,0,0,35,26 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 03,1,1,0,0,20,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,20,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,15,11 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 04,1,1,0,0,25,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 05,1,1,0,0,20,"05,09,11 Oktober",3,0,0,0,0,0,9,1,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,45,"05,11 Oktober",2,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,60,11 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,55,"05,09,11,25 Oktober",4,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,35,"05,09,11,16,25 Oktober",5,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,5,11 Oktober,1,0,0,0,0,0,6,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,100,11 Oktober,1,0,0,0,0,0,4,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,70,11 Oktober,1,0,0,0,0,0,5,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 10,1,1,0,0,10,11 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 11,1,1,0,0,50,11 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,RW  02,1,1,0,0,40,"10,11 Oktober",2,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,0,0,1,0,0,40,"10,11 Oktober",2,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,0,0,1,0,0,40,"09,10,11 Oktober",3,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,RW 08,1,1,0,0,30,"10,11,16 Oktober",3,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,RW 02,1,1,0,0,20,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,RW 05,1,1,0,0,50,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,0,0,1,0,0,70,"16,18 Oktober",1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 04,1,1,0,0,30,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 06,1,1,0,0,30,16 Oktober,1,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 10,1,1,0,0,50,16 Oktober,1,0,0,0,0,0,0,0,0
